Repository_Name,Owner,Description,URL,Programming_Language,Creation_Date,Last_Updated_Date,Number_of_Stars,Number_of_Forks,Number_of_Open_Issues,License_Type
funNLP,fighting41love,"中英文敏感词、语言检测、中外手机/电话归属地/运营商查询、名字推断性别、手机号抽取、身份证抽取、邮箱抽取、中日文人名库、中文缩写库、拆字词典、词汇情感值、停用词、反动词表、暴恐词表、繁简体转换、英文模拟中文发音、汪峰歌词生成器、职业名称词库、同义词库、反义词库、否定词库、汽车品牌词库、汽车零件词库、连续英文切割、各种中文词向量、公司名字大全、古诗词库、IT词库、财经词库、成语词库、地名词库、历史名人词库、诗词词库、医学词库、饮食词库、法律词库、汽车词库、动物词库、中文聊天语料、中文谣言数据、百度中文问答数据集、句子相似度匹配算法集合、bert资源、文本生成&摘要相关工具、cocoNLP信息抽取工具、国内电话号码正则匹配、清华大学XLORE:中英文跨语言百科知识图谱、清华大学人工智能技术系列报告、自然语言生成、NLU太难了系列、自动对联数据及机器人、用户名黑名单列表、罪名法务名词及分类模型、微信公众号语料、cs224n深度学习自然语言处理课程、中文手写汉字识别、中文自然语言处理 语料/数据集、变量命名神器、分词语料库+代码、任务型对话英文数据集、ASR 语音数据集 + 基于深度学习的中文语音识别系统、笑声检测器、Microsoft多语言数字/单位/如日期时间识别包、中华新华字典数据库及api(包括常用歇后语、成语、词语和汉字)、文档图谱自动生成、SpaCy 中文模型、Common Voice语音识别数据集新版、神经网络关系抽取、基于bert的命名实体识别、关键词(Keyphrase)抽取包pke、基于医疗领域知识图谱的问答系统、基于依存句法与语义角色标注的事件三元组抽取、依存句法分析4万句高质量标注数据、cnocr：用来做中文OCR的Python3包、中文人物关系知识图谱项目、中文nlp竞赛项目及代码汇总、中文字符数据、speech-aligner: 从“人声语音”及其“语言文本”产生音素级别时间对齐标注的工具、AmpliGraph: 知识图谱表示学习(Python)库：知识图谱概念链接预测、Scattertext 文本可视化(python)、语言/知识表示工具：BERT & ERNIE、中文对比英文自然语言处理NLP的区别综述、Synonyms中文近义词工具包、HarvestText领域自适应文本挖掘工具（新词发现-情感分析-实体链接等）、word2word：(Python)方便易用的多语言词-词对集：62种语言/3,564个多语言对、语音识别语料生成工具：从具有音频/字幕的在线视频创建自动语音识别(ASR)语料库、构建医疗实体识别的模型（包含词典和语料标注）、单文档非监督的关键词抽取、Kashgari中使用gpt-2语言模型、开源的金融投资数据提取工具、文本自动摘要库TextTeaser: 仅支持英文、人民日报语料处理工具集、一些关于自然语言的基本模型、基于14W歌曲知识库的问答尝试--功能包括歌词接龙and已知歌词找歌曲以及歌曲歌手歌词三角关系的问答、基于Siamese bilstm模型的相似句子判定模型并提供训练数据集和测试数据集、用Transformer编解码模型实现的根据Hacker News文章标题自动生成评论、用BERT进行序列标记和文本分类的模板代码、LitBank：NLP数据集——支持自然语言处理和计算人文学科任务的100部带标记英文小说语料、百度开源的基准信息抽取系统、虚假新闻数据集、Facebook: LAMA语言模型分析，提供Transformer-XL/BERT/ELMo/GPT预训练语言模型的统一访问接口、CommonsenseQA：面向常识的英文QA挑战、中文知识图谱资料、数据及工具、各大公司内部里大牛分享的技术文档 PDF 或者 PPT、自然语言生成SQL语句（英文）、中文NLP数据增强（EDA）工具、英文NLP数据增强工具 、基于医药知识图谱的智能问答系统、京东商品知识图谱、基于mongodb存储的军事领域知识图谱问答项目、基于远监督的中文关系抽取、语音情感分析、中文ULMFiT-情感分析-文本分类-语料及模型、一个拍照做题程序、世界各国大规模人名库、一个利用有趣中文语料库 qingyun 训练出来的中文聊天机器人、中文聊天机器人seqGAN、省市区镇行政区划数据带拼音标注、教育行业新闻语料库包含自动文摘功能、开放了对话机器人-知识图谱-语义理解-自然语言处理工具及数据、中文知识图谱：基于百度百科中文页面-抽取三元组信息-构建中文知识图谱、masr: 中文语音识别-提供预训练模型-高识别率、Python音频数据增广库、中文全词覆盖BERT及两份阅读理解数据、ConvLab：开源多域端到端对话系统平台、中文自然语言处理数据集、基于最新版本rasa搭建的对话系统、基于TensorFlow和BERT的管道式实体及关系抽取、一个小型的证券知识图谱/知识库、复盘所有NLP比赛的TOP方案、OpenCLaP：多领域开源中文预训练语言模型仓库、UER：基于不同语料+编码器+目标任务的中文预训练模型仓库、中文自然语言处理向量合集、基于金融-司法领域(兼有闲聊性质)的聊天机器人、g2pC：基于上下文的汉语读音自动标记模块、Zincbase 知识图谱构建工具包、诗歌质量评价/细粒度情感诗歌语料库、快速转化「中文数字」和「阿拉伯数字」、百度知道问答语料库、基于知识图谱的问答系统、jieba_fast 加速版的jieba、正则表达式教程、中文阅读理解数据集、基于BERT等最新语言模型的抽取式摘要提取、Python利用深度学习进行文本摘要的综合指南、知识图谱深度学习相关资料整理、维基大规模平行文本语料、StanfordNLP 0.2.0：纯Python版自然语言处理包、NeuralNLP-NeuralClassifier：腾讯开源深度学习文本分类工具、端到端的封闭域对话系统、中文命名实体识别：NeuroNER vs. BertNER、新闻事件线索抽取、2019年百度的三元组抽取比赛：“科学空间队”源码、基于依存句法的开放域文本知识三元组抽取和知识库构建、中文的GPT2训练代码、ML-NLP - 机器学习(Machine Learning)NLP面试中常考到的知识点和代码实现、nlp4han:中文自然语言处理工具集(断句/分词/词性标注/组块/句法分析/语义分析/NER/N元语法/HMM/代词消解/情感分析/拼写检查、XLM：Facebook的跨语言预训练语言模型、用基于BERT的微调和特征提取方法来进行知识图谱百度百科人物词条属性抽取、中文自然语言处理相关的开放任务-数据集-当前最佳结果、CoupletAI - 基于CNN+Bi-LSTM+Attention 的自动对对联系统、抽象知识图谱、MiningZhiDaoQACorpus - 580万百度知道问答数据挖掘项目、brat rapid annotation tool: 序列标注工具、大规模中文知识图谱数据：1.4亿实体、数据增强在机器翻译及其他nlp任务中的应用及效果、allennlp阅读理解:支持多种数据和模型、PDF表格数据提取工具 、 Graphbrain：AI开源软件库和科研工具，目的是促进自动意义提取和文本理解以及知识的探索和推断、简历自动筛选系统、基于命名实体识别的简历自动摘要、中文语言理解测评基准，包括代表性的数据集&基准模型&语料库&排行榜、树洞 OCR 文字识别 、从包含表格的扫描图片中识别表格和文字、语声迁移、Python口语自然语言处理工具集(英文)、 similarity：相似度计算工具包，java编写、海量中文预训练ALBERT模型 、Transformers 2.0 、基于大规模音频数据集Audioset的音频增强 、Poplar：网页版自然语言标注工具、图片文字去除，可用于漫画翻译 、186种语言的数字叫法库、Amazon发布基于知识的人-人开放领域对话数据集 、中文文本纠错模块代码、繁简体转换 、 Python实现的多种文本可读性评价指标、类似于人名/地名/组织机构名的命名体识别数据集 、东南大学《知识图谱》研究生课程(资料)、. 英文拼写检查库 、 wwsearch是企业微信后台自研的全文检索引擎、CHAMELEON：深度学习新闻推荐系统元架构 、 8篇论文梳理BERT相关模型进展与反思、DocSearch：免费文档搜索引擎、 LIDA：轻量交互式对话标注工具 、aili - the fastest in-memory index in the East 东半球最快并发索引 、知识图谱车音工作项目、自然语言生成资源大全 、中日韩分词库mecab的Python接口库、中文文本摘要/关键词提取、汉字字符特征提取器 (featurizer)，提取汉字的特征（发音特征、字形特征）用做深度学习的特征、中文生成任务基准测评 、中文缩写数据集、中文任务基准测评 - 代表性的数据集-基准(预训练)模型-语料库-baseline-工具包-排行榜、PySS3：面向可解释AI的SS3文本分类器机器可视化工具 、中文NLP数据集列表、COPE - 格律诗编辑程序、doccano：基于网页的开源协同多语言文本标注工具 、PreNLP：自然语言预处理库、简单的简历解析器，用来从简历中提取关键信息、用于中文闲聊的GPT2模型：GPT2-chitchat、基于检索聊天机器人多轮响应选择相关资源列表(Leaderboards、Datasets、Papers)、(Colab)抽象文本摘要实现集锦(教程 、词语拼音数据、高效模糊搜索工具、NLP数据增广资源集、微软对话机器人框架 、 GitHub Typo Corpus：大规模GitHub多语言拼写错误/语法错误数据集、TextCluster：短文本聚类预处理模块 Short text cluster、面向语音识别的中文文本规范化、BLINK：最先进的实体链接库、BertPunc：基于BERT的最先进标点修复模型、Tokenizer：快速、可定制的文本词条化库、中文语言理解测评基准，包括代表性的数据集、基准(预训练)模型、语料库、排行榜、spaCy 医学文本挖掘与信息提取 、 NLP任务示例项目代码集、 python拼写检查库、chatbot-list - 行业内关于智能客服、聊天机器人的应用和架构、算法分享和介绍、语音质量评价指标(MOSNet, BSSEval, STOI, PESQ, SRMR)、 用138GB语料训练的法文RoBERTa预训练语言模型 、BERT-NER-Pytorch：三种不同模式的BERT中文NER实验、无道词典 - 有道词典的命令行版本，支持英汉互查和在线查询、2019年NLP亮点回顾、 Chinese medical dialogue data 中文医疗对话数据集 、最好的汉字数字(中文数字)-阿拉伯数字转换工具、 基于百科知识库的中文词语多词义/义项获取与特定句子词语语义消歧、awesome-nlp-sentiment-analysis - 情感分析、情绪原因识别、评价对象和评价词抽取、LineFlow：面向所有深度学习框架的NLP数据高效加载器、中文医学NLP公开资源整理 、MedQuAD：(英文)医学问答数据集、将自然语言数字串解析转换为整数和浮点数、Transfer Learning in Natural Language Processing (NLP) 、面向语音识别的中文/英文发音辞典、Tokenizers：注重性能与多功能性的最先进分词器、CLUENER 细粒度命名实体识别 Fine Grained Named Entity Recognition、 基于BERT的中文命名实体识别、中文谣言数据库、NLP数据集/基准任务大列表、nlp相关的一些论文及代码, 包括主题模型、词向量(Word Embedding)、命名实体识别(NER)、文本分类(Text Classificatin)、文本生成(Text Generation)、文本相似性(Text Similarity)计算等，涉及到各种与nlp相关的算法，基于keras和tensorflow 、Python文本挖掘/NLP实战示例、 Blackstone：面向非结构化法律文本的spaCy pipeline和NLP模型通过同义词替换实现文本“变脸” 、中文 预训练 ELECTREA 模型: 基于对抗学习 pretrain Chinese Model 、albert-chinese-ner - 用预训练语言模型ALBERT做中文NER 、基于GPT2的特定主题文本生成/文本增广、开源预训练语言模型合集、多语言句向量包、编码、标记和实现：一种可控高效的文本生成方法、 英文脏话大列表 、attnvis：GPT2、BERT等transformer语言模型注意力交互可视化、CoVoST：Facebook发布的多语种语音-文本翻译语料库，包括11种语言(法语、德语、荷兰语、俄语、西班牙语、意大利语、土耳其语、波斯语、瑞典语、蒙古语和中文)的语音、文字转录及英文译文、Jiagu自然语言处理工具 - 以BiLSTM等模型为基础，提供知识图谱关系抽取 中文分词 词性标注 命名实体识别 情感分析 新词发现 关键词 文本摘要 文本聚类等功能、用unet实现对文档表格的自动检测，表格重建、NLP事件提取文献资源列表 、 金融领域自然语言处理研究资源大列表、CLUEDatasetSearch - 中英文NLP数据集：搜索所有中文NLP数据集，附常用英文NLP数据集 、medical_NER - 中文医学知识图谱命名实体识别 、(哈佛)讲因果推理的免费书、知识图谱相关学习资料/数据集/工具资源大列表、Forte：灵活强大的自然语言处理pipeline工具集 、Python字符串相似性算法库、PyLaia：面向手写文档分析的深度学习工具包、TextFooler：针对文本分类/推理的对抗文本生成模块、Haystack：灵活、强大的可扩展问答(QA)框架、中文关键短语抽取工具",https://github.com/fighting41love/funNLP,Python,2018-08-21T11:20:39Z,2024-10-14T09:21:51Z,68285,14453,29,No License
awesome-machine-learning,josephmisiti,"A curated list of awesome Machine Learning frameworks, libraries and software.",https://github.com/josephmisiti/awesome-machine-learning,Python,2014-07-15T19:11:19Z,2024-10-14T09:19:55Z,65686,14607,7,Other
scikit-learn,scikit-learn,scikit-learn: machine learning in Python,https://github.com/scikit-learn/scikit-learn,Python,2010-08-17T09:43:38Z,2024-10-14T09:11:26Z,59761,25335,2129,"BSD 3-Clause ""New"" or ""Revised"" License"
gradio,gradio-app,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!",https://github.com/gradio-app/gradio,Python,2018-12-19T08:24:04Z,2024-10-14T09:29:46Z,33064,2487,580,Apache License 2.0
C-Plus-Plus,TheAlgorithms,"Collection of various algorithms in mathematics, machine learning, computer science and physics implemented in C++ for educational purposes.",https://github.com/TheAlgorithms/C-Plus-Plus,C++,2016-07-16T10:19:45Z,2024-10-14T08:30:43Z,30442,7202,73,MIT License
linkedin-skill-assessments-quizzes,Ebazhanov,"Full reference of LinkedIn answers 2024 for skill assessments (aws-lambda, rest-api, javascript, react, git, html, jquery, mongodb, java, Go, python, machine-learning, power-point) linkedin excel test lösungen, linkedin machine learning test LinkedIn test questions and answers ",https://github.com/Ebazhanov/linkedin-skill-assessments-quizzes,,2019-07-13T19:52:56Z,2024-10-14T07:26:43Z,28428,13359,86,GNU Affero General Public License v3.0
machine-learning-for-software-engineers,ZuzooVn,A complete daily plan for studying to become a machine learning engineer.,https://github.com/ZuzooVn/machine-learning-for-software-engineers,,2016-10-09T21:20:25Z,2024-10-14T04:27:01Z,28105,6193,26,Creative Commons Attribution Share Alike 4.0 International
handson-ml2,ageron,"A series of Jupyter notebooks that walk you through the fundamentals of Machine Learning and Deep Learning in Python using Scikit-Learn, Keras and TensorFlow 2.",https://github.com/ageron/handson-ml2,Jupyter Notebook,2019-01-08T03:49:07Z,2024-10-14T06:59:34Z,27865,12746,220,Apache License 2.0
netron,lutzroeder,"Visualizer for neural network, deep learning and machine learning models",https://github.com/lutzroeder/netron,JavaScript,2010-12-26T12:53:43Z,2024-10-14T08:01:25Z,27834,2761,23,MIT License
applied-ml,eugeneyan,📚 Papers & tech blogs by companies sharing their work on data science & machine learning in production.,https://github.com/eugeneyan/applied-ml,,2020-07-04T18:57:47Z,2024-10-14T09:36:32Z,27235,3675,2,MIT License
ML-From-Scratch,eriklindernoren,Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learning.,https://github.com/eriklindernoren/ML-From-Scratch,Python,2017-02-05T12:11:23Z,2024-10-14T07:14:28Z,23909,4585,51,MIT License
homemade-machine-learning,trekhleb,🤖 Python examples of popular machine learning algorithms with interactive Jupyter demos and math being explained,https://github.com/trekhleb/homemade-machine-learning,Jupyter Notebook,2018-11-01T04:34:19Z,2024-10-14T04:57:29Z,23009,4056,24,MIT License
shap,shap,A game theoretic approach to explain the output of any machine learning model.,https://github.com/shap/shap,Jupyter Notebook,2016-11-22T19:17:08Z,2024-10-14T07:21:06Z,22665,3264,785,MIT License
Paddle,PaddlePaddle,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice （『飞桨』核心框架，深度学习&机器学习高性能单机、分布式训练和跨平台部署）,https://github.com/PaddlePaddle/Paddle,C++,2016-08-15T06:59:08Z,2024-10-14T09:21:26Z,22145,5560,1710,Apache License 2.0
500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,ashishpatel26,500 AI Machine learning Deep learning Computer vision NLP Projects with code,https://github.com/ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,,2021-01-02T12:08:37Z,2024-10-14T08:25:07Z,20006,5108,41,No License
C,TheAlgorithms,"Collection of various algorithms in mathematics, machine learning, computer science, physics, etc implemented in C for educational purposes.",https://github.com/TheAlgorithms/C,C,2016-07-16T10:17:03Z,2024-10-14T09:19:43Z,19092,4344,36,GNU General Public License v3.0
rasa,RasaHQ,"💬   Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",https://github.com/RasaHQ/rasa,Python,2016-10-14T12:27:49Z,2024-10-14T09:07:58Z,18771,4619,124,Apache License 2.0
mlflow,mlflow,Open source platform for the machine learning lifecycle,https://github.com/mlflow/mlflow,Python,2018-06-05T16:05:58Z,2024-10-14T08:32:39Z,18497,4189,1623,Apache License 2.0
onnx,onnx,Open standard for machine learning interoperability,https://github.com/onnx/onnx,Python,2017-09-07T04:53:45Z,2024-10-14T09:23:10Z,17757,3668,346,Apache License 2.0
stanford-cs-229-machine-learning,afshinea,VIP cheatsheets for Stanford's CS 229 Machine Learning,https://github.com/afshinea/stanford-cs-229-machine-learning,,2018-08-04T23:01:00Z,2024-10-14T05:03:24Z,17577,3939,18,MIT License
awesome-production-machine-learning,EthicalML,"A curated list of awesome open source libraries to deploy, monitor, version and scale your machine learning",https://github.com/EthicalML/awesome-production-machine-learning,,2018-08-15T14:28:41Z,2024-10-14T07:38:45Z,17438,2231,7,MIT License
ml-agents,Unity-Technologies,The Unity Machine Learning Agents Toolkit (ML-Agents) is an open-source project that enables games and simulations to serve as environments for training intelligent agents using deep reinforcement learning and imitation learning.,https://github.com/Unity-Technologies/ml-agents,C#,2017-09-08T21:09:04Z,2024-10-14T06:58:10Z,17039,4148,44,Other
LightGBM,microsoft,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision tree algorithms, used for ranking, classification and many other machine learning tasks.",https://github.com/microsoft/LightGBM,C++,2016-08-05T05:45:50Z,2024-10-14T07:58:48Z,16592,3828,370,MIT License
brpc,apache,"brpc is an Industrial-grade RPC framework using C++ Language, which is often used in high performance system such as Search, Storage, Machine learning, Advertisement, Recommendation etc. ""brpc"" means ""better RPC"".",https://github.com/apache/brpc,C++,2017-09-04T09:28:47Z,2024-10-14T07:41:16Z,16438,3961,428,Apache License 2.0
best-of-ml-python,ml-tooling,🏆 A ranked list of awesome machine learning Python libraries. Updated weekly.,https://github.com/ml-tooling/best-of-ml-python,,2020-11-29T19:41:36Z,2024-10-14T04:42:18Z,16337,2360,27,Creative Commons Attribution Share Alike 4.0 International
ML-NLP,NLP-LOVE,此项目是机器学习(Machine Learning)、深度学习(Deep Learning)、NLP面试中常考到的知识点和代码实现，也是作为一个算法工程师必会的理论基础知识。,https://github.com/NLP-LOVE/ML-NLP,Jupyter Notebook,2019-07-05T12:49:53Z,2024-10-14T06:41:50Z,15888,4524,34,No License
ML-YouTube-Courses,dair-ai,📺 Discover the latest machine learning / AI courses on YouTube.,https://github.com/dair-ai/ML-YouTube-Courses,,2021-06-25T09:39:16Z,2024-10-14T07:04:33Z,15871,1897,14,Creative Commons Zero v1.0 Universal
cs-video-courses,Developer-Y,List of Computer Science courses with video lectures.,https://github.com/Developer-Y/cs-video-courses,,2016-10-21T17:02:11Z,2024-10-14T08:50:23Z,66942,9090,5,No License
openpilot,commaai,"openpilot is an operating system for robotics. Currently, it upgrades the driver assistance system in 275+ supported cars.",https://github.com/commaai/openpilot,Python,2016-11-24T01:33:30Z,2024-10-14T05:09:46Z,49680,9039,160,MIT License
EasySpider,NaiboWang,A visual no-code/code-free web crawler/spider易采集：一个可视化浏览器自动化测试/数据采集/爬虫软件，可以无代码图形化的设计和执行爬虫任务。别名：ServiceWrapper面向Web应用的智能化服务封装系统。,https://github.com/NaiboWang/EasySpider,JavaScript,2020-07-18T02:41:27Z,2024-10-14T09:32:49Z,34922,4277,103,Other
LocalAI,mudler,":robot: The free, Open Source alternative to OpenAI, Claude and others. Self-hosted and local-first. Drop-in replacement for OpenAI,  running on consumer-grade hardware. No GPU required. Runs gguf, transformers, diffusers and many more models architectures. Features: Generate Text, Audio, Video, Images, Voice Cloning, Distributed inference",https://github.com/mudler/LocalAI,C++,2023-03-18T22:58:02Z,2024-10-14T09:22:34Z,23910,1832,369,MIT License
PythonRobotics,AtsushiSakai,Python sample codes for robotics algorithms.,https://github.com/AtsushiSakai/PythonRobotics,Python,2016-03-21T09:34:43Z,2024-10-14T09:20:03Z,23078,6507,16,Other
wechaty,wechaty,Conversational RPA SDK for Chatbot Makers. Join our Discord: https://discord.gg/7q8NBZbQzt,https://github.com/wechaty/wechaty,TypeScript,2016-05-01T14:36:45Z,2024-10-14T06:37:37Z,20176,2592,142,Apache License 2.0
hubot,hubotio,A customizable life embetterment robot.,https://github.com/hubotio/hubot,JavaScript,2011-08-27T08:30:59Z,2024-10-14T03:08:23Z,16635,3750,6,MIT License
johnny-five,rwaldron,"JavaScript Robotics and IoT programming framework, developed at Bocoup.",https://github.com/rwaldron/johnny-five,JavaScript,2012-03-30T20:09:52Z,2024-10-12T13:25:40Z,13277,1762,64,Other
bullet3,bulletphysics,"Bullet Physics SDK: real-time collision detection and multi-physics simulation for VR, games, visual effects, robotics, machine learning etc.",https://github.com/bulletphysics/bullet3,C++,2011-04-12T18:45:08Z,2024-10-14T03:36:41Z,12531,2874,335,Other
ardupilot,ArduPilot,"ArduPlane, ArduCopter, ArduRover, ArduSub source",https://github.com/ArduPilot/ardupilot,C++,2013-01-09T00:58:52Z,2024-10-14T09:28:17Z,10884,17355,2411,GNU General Public License v3.0
kornia,kornia,Geometric Computer Vision Library for Spatial AI,https://github.com/kornia/kornia,Python,2018-08-22T10:31:37Z,2024-10-14T09:05:34Z,9878,962,288,Apache License 2.0
nicegui,zauberzeug,Create web-based user interfaces with Python. The nice way.,https://github.com/zauberzeug/nicegui,Python,2021-05-07T13:55:05Z,2024-10-14T09:37:10Z,9622,568,60,MIT License
TTS,mozilla,:robot: :speech_balloon: Deep learning for Text to Speech  (Discussion forum: https://discourse.mozilla.org/c/tts),https://github.com/mozilla/TTS,Jupyter Notebook,2018-01-23T14:22:06Z,2024-10-13T17:51:24Z,9289,1243,32,Mozilla Public License 2.0
stable-baselines3,DLR-RM,"PyTorch version of Stable Baselines, reliable implementations of reinforcement learning algorithms. ",https://github.com/DLR-RM/stable-baselines3,Python,2020-05-05T05:52:26Z,2024-10-14T08:03:58Z,8921,1684,86,MIT License
gobot,hybridgroup,"Golang framework for robotics, drones, and the Internet of Things (IoT)",https://github.com/hybridgroup/gobot,Go,2013-09-21T14:09:19Z,2024-10-13T13:17:28Z,8904,1038,123,Other
open-source-rover,nasa-jpl,"A build-it-yourself, 6-wheel rover based on the rovers on Mars!",https://github.com/nasa-jpl/open-source-rover,Prolog,2018-06-29T23:57:16Z,2024-10-14T01:18:33Z,8551,1350,22,Apache License 2.0
mujoco,google-deepmind,Multi-Joint dynamics with Contact. A general purpose physics simulator.,https://github.com/google-deepmind/mujoco,Jupyter Notebook,2021-08-27T12:25:48Z,2024-10-14T09:24:06Z,8028,803,98,Apache License 2.0
jetson-inference,dusty-nv,Hello AI World guide to deploying deep-learning inference networks and deep vision primitives with TensorRT and NVIDIA Jetson.,https://github.com/dusty-nv/jetson-inference,C++,2016-07-30T19:56:47Z,2024-10-14T09:27:29Z,7776,2975,371,MIT License
StockSharp,StockSharp,"Algorithmic trading and quantitative trading open source platform to develop trading robots (stock markets, forex, crypto, bitcoins, and options).",https://github.com/StockSharp/StockSharp,C#,2014-12-08T07:53:44Z,2024-10-14T09:34:21Z,7158,1754,4,Apache License 2.0
cartographer,cartographer-project,Cartographer is a system that provides real-time simultaneous localization and mapping (SLAM) in 2D and 3D across multiple platforms and sensor configurations.,https://github.com/cartographer-project/cartographer,C++,2016-08-02T06:55:43Z,2024-10-13T14:37:37Z,7129,2251,232,Apache License 2.0
lerobot,huggingface,🤗 LeRobot: Making AI for Robotics more accessible with end-to-end learning,https://github.com/huggingface/lerobot,Python,2024-01-26T15:50:41Z,2024-10-14T03:15:22Z,6805,608,94,Apache License 2.0
Valetudo,Hypfer,Cloud replacement for vacuum robots enabling local-only operation,https://github.com/Hypfer/Valetudo,JavaScript,2018-07-12T07:07:43Z,2024-10-14T09:06:30Z,6553,390,1,Apache License 2.0
rerun,rerun-io,"Visualize streams of multimodal data. Fast, easy to use, and simple to integrate.  Built in Rust using egui.",https://github.com/rerun-io/rerun,Rust,2022-04-08T07:30:05Z,2024-10-14T08:55:31Z,6380,311,1043,Apache License 2.0
wukong-robot,wzpan,🤖 wukong-robot 是一个简单、灵活、优雅的中文语音对话机器人/智能音箱项目，支持ChatGPT多轮对话能力，还可能是首个支持脑机交互的开源智能音箱项目。,https://github.com/wzpan/wukong-robot,Python,2019-01-16T16:19:51Z,2024-10-14T09:04:50Z,6266,1333,59,MIT License
awesome-self-supervised-learning,jason718,A curated list of awesome self-supervised methods,https://github.com/jason718/awesome-self-supervised-learning,,2018-02-10T01:57:50Z,2024-10-13T16:51:10Z,6138,825,3,No License
awesome-multimodal-ml,pliang279,Reading list for research topics in multimodal machine learning,https://github.com/pliang279/awesome-multimodal-ml,,2019-05-27T23:03:48Z,2024-10-14T07:55:19Z,5966,852,7,MIT License
node-serialport,serialport,"Access serial ports with JavaScript. Linux, OSX and Windows. Welcome your robotic JavaScript overlords. Better yet, program them!",https://github.com/serialport/node-serialport,TypeScript,2010-09-07T12:24:28Z,2024-10-13T02:01:20Z,5806,1007,171,MIT License
ai-deadlines,paperswithcode,:alarm_clock: AI conference deadline countdowns ,https://github.com/paperswithcode/ai-deadlines,JavaScript,2016-11-18T23:11:12Z,2024-10-14T09:16:43Z,5630,963,40,MIT License
OpenMower,ClemensElflein,"Let's upgrade cheap off-the-shelf robotic mowers to modern, smart RTK GPS based lawn mowing robots!",https://github.com/ClemensElflein/OpenMower,C,2022-01-26T15:24:24Z,2024-10-13T18:10:14Z,4664,278,23,Other
awesome-robotics,kiloreux,A list of awesome Robotics resources,https://github.com/kiloreux/awesome-robotics,,2015-11-26T16:53:05Z,2024-10-14T05:02:28Z,4276,813,12,Other
